No,기관코드,수정전 기관명,기관명,국가코드,국가,유형,수정전 기관명(한글명),기관명(한글명),,기관명(약어),수정전 수집url,수집url,비고,BRM대분류,연간 수집 예상 수량,수집제외,기관명(기타1),기관명(기타2),기관명(기타3),2025년 수집 건수,현재사용
261,Z00352,,Acton Institute,US,미국,연구기관,,액튼 신앙 및 자유연구소,,,,https://www.acton.org/pub/acton-notes,hoem > resources > action notes,교육,35,,,,,,
262,Z00353,,New America Foundation,US,미국,연구기관,,뉴아메리카재단,,NAF,,https://www.newamerica.org/publications/,home > publications,"사회복지, 교육",17,article,,,,,
263,Z00354,,Center for Global Development,US,미국,연구기관,,글로벌개발센터,,CGD,,https://www.cgdev.org/commentary-and-analysis,home > commentary & analysis,"환경, 과학기술",35,,,,,34,
264,Z00356,,International Crisis Group,BE,벨기에,연구기관,,국제위기그룹,,ICG,,https://www.crisisgroup.org/latest-updates/reports-and-briefings,home > how we work > reports & briefings,"외교, 환경",9,,,,,28,X
265,Z00357,,Wilfried Martens Centre for European Studies,BE,벨기에,연구기관,,빌프리트 마르턴스 유럽연구센터,,WMCES,,https://www.martenscentre.eu/publication/,home > publications,"외교, 과학기술",9,,,,,25,X
266,Z00358,,Royal Institute for International Relations,BE,벨기에,연구기관,,왕립 국제관계연구소,,RIIR,,https://www.euromesco.net/publications/,home > publications,"환경, 외교",17,,,,,28,
267,Z00359,,European Centre for International Political Economy,BE,벨기에,연구기관,,유럽 국제정치경제센터,,ECIPE,,https://ecipe.org/research/,home > research,"환경, 외교, 통상",9,article,,,,26,X
268,Z00360,,Gulf Research Center,SA,사우디아라비아,연구기관,,중동 걸프연구센터,,GRC,,https://www.grc.net/,접속X,접속 X,9,,,,,1,X
269,Z00361,,King Abdullah Petroleum Studies and Research Center,SA,사우디아라비아,연구기관,,킹 압둘라 석유 연구 및 연구 센터,,KAPSARC,,https://www.kapsarc.org/research/publications/,home > research > publications,환경,17,commentary,,,,77,
270,Z00365,,Timbro,SW,스웨덴,연구기관,,팀브로,,,,https://timbro.se/in-english/publications/,home > about us > publications,"금융, 통상, 산업",9,,,,,,X
271,Z00366,,World Economic Forum,CH,스위스,연구기관,,세계경제포럼,,WEF,,https://www.weforum.org/reports/,home > menu > reports,"과학기술, 금융, 통상",35,,,,,108,
272,Z00367,,Foundation for Analysis and Social Studies,SP,스페인,연구기관,,FAES 재단,,FAES,,https://fundacionfaes.org/publicaciones-de-faes/,,사회복지,9,,,,,,X
273,Z00371,,International Institute for Strategic Studies,GB,영국,연구기관,,국제전략문제연구소,,IISS,,https://www.iiss.org/blogs/research-paper,home > what we do > research papers,"국방, 외교",17,,,,,13,
274,Z00372,,Amnesty International,GB,영국,연구기관,,국제앰네스티,,AI,,https://www.amnesty.org/en/research/,home > latest > research,"국방, 외교",17,"action, article, blog, campain, gallery, newsletter, open letter, press release, questions and answers, story, urgen action, video
(PDF자료없음 / 뉴스, 분량 1~2page 제외)",,,,111,
275,Z00373,,Institute of Economic Affairs,GB,영국,연구기관,,경제문제연구소,,IEA,,https://iea.org.uk/category/publications/research/,home > research,"과학기술, 보건",9,"economic affairs, ea magazine, brexit unit
(PDF자료없음)",,,,11,X
276,Z00374,,Demos,GB,영국,연구기관,,데모스,,,,https://demos.co.uk/publications/,home > reports,사회복지,9,,,,,31,X
277,Z00375,,Policy Exchange,GB,영국,연구기관,,폴리시 익스체인지,,PE,,https://policyexchange.org.uk/publications-archive/,home > publications > archive,"외교, 사회복지",17,,,,,52,
278,Z00376,,International Institute for Environment and Development,GB,영국,연구기관,,환경개발국제연구소,,,,https://pubs.iied.org/,home > publications > 각 테마별 설정,환경,9,,,,,5,X
279,Z00377,,Center for Strategic Studies,JO,요르단,연구기관,,전략문제연구소,,,,https://www.csis.org/analysis?,home > sections > analysis,"외교, 국방",35,"Congressional Testimony, Blog Post
(PDF자료없음)",,,,,
280,Z00379,,Begin-Sadat Center for Strategic Studies,IL,이스라엘,연구기관,, 이스라엘 전략문제연구소,,,,"https://besacenter.org/category/perspectives-papers/#

https://besacenter.org/category/mideast-security-and-policy-studies/",home > publications,"국방, 외교",9,"podcast, video, media
(PDF자료없음)",,,,23,X
281,Z00380,,Fondazione Eni Enrico Mattei,IT,이탈리아,연구기관,,폰다치오네 에니 엔리코 마테이 (FEEM),,FEEM,,https://www.feem.it/en/publications/,Home > Publications,환경,17,"Percorsi, Equilibri
(스페인어)",,,,5,
282,Z00381,,Indian Council for Research on International Economic Relations,IN,인도,연구기관,,인도국제경제관계연구소,,ICRIER,,"http://icrier.org/publications/books/
http://icrier.org/publications/workingpapers/
http://icrier.org/publications/policy-briefs/
http://icrier.org/publications/reports/",home > publications,"산업, 통상, 중소기업",9,"other, newsletter, bulletins
(PDF자료없음 / 외부간행물 접속X)",,,,16,X
283,Z00382,,Energy and Resources Institute,IN,인도,연구기관,,에너지자원연구소,,TERI,,https://www.teriin.org/publications,home > publications,환경,9,articles,,,,18,X
284,Z00383,,Development Alternatives,IN,인도,연구기관,,대안개발센터,,DA,,https://www.devalt.org/Publication_ViewAll.aspx,home > know us > publications,환경,9,19년도 이후 자료 업로드 안됨,,,,,X
285,Z00384,,Delhi Policy Group,IN,인도,연구기관,,델리 정책그룹,,DPG,,"https://www.delhipolicygroup.org/publication/policy-reports.html
https://www.delhipolicygroup.org/publication/policy-briefs.html
https://www.delhipolicygroup.org/publication/policy-papers.html
https://www.delhipolicygroup.org/publication/policy-note.html",home > publications,"통상, 외교",9,"obituary, opinion",,,,31,X
286,Z00385,,Centre for Policy Research,IN,인도,연구기관,,인도 정책연구센터,,CPR,,"https://cprindia.org/policy-briefs-reports/#

https://cprindia.org/working-papers/",home > publications,"환경, 외교",17,"opinion, commentary",,,,5,
287,Z00386,,Chennai Centre for China Studies,IN,인도,연구기관,,첸나이 중국학센터,,CCCS,,https://www.c3sindia.org/publications/occasional-papers/,home > publications,외교,9,,,,,6,X
288,Z00391,,Institute of International and Strategic Studies,CN,중국,연구기관,,국제전략연구소,,IISS,,https://www.iiss.org/blogs/research-paper,home > what we do > research papers,"외교, 국방",17,,,,,1,
289,Z00392,,Our Hong Kong Foundation,CN,중국,연구기관,,우리의 홍콩 재단,,OKF,,https://www.ourhkfoundation.org.hk/en/reports/19,home > reports,보건,9,articles,,,,3,X
290,Z00393,,Al Jazeera Center for Studies,QA,카타르,연구기관,,알자지라 연구소,,AJCS,,"https://studies.aljazeera.net/en/policy-briefs/archive

https://studies.aljazeera.net/en/publications/archive","home > publications
home > policy brief",외교,9,,,,,,X
291,Z00394,,Institute for Research on Public Policy,CA,캐나다,연구기관,,공공정책연구소,,IRPP,,https://irpp.org/research/,home > research,"환경, 공공질서 및 안전",9,,,,,2,X
292,Z00397,,Polish Institute of International Affairs,PL,폴란드,연구기관,,폴란드국제문제연구소,,PISM,,https://www.pism.pl/publications,home > publications,"외교, 환경",9,,,,,6,X
293,Z00398,,Finnish Institute of International Affairs,FI,핀란드,연구기관,,핀란드 국제문제연구소,,FIIA,,https://www.fiia.fi/en/publications,home > publications,"외교, 국방",17,,,,,23,
294,Z00399,,The Institute for Foreign Affairs and Trade,HU,헝가리,연구기관,,외교통상연구원,,IFAT,,https://www.euromesco.net/publications/,home > publications,외교,17,,,,,,
295,Z00400,,Australian Institute for International Affairs,AT,호주,연구기관,,국제문제연구소,,AIIA,,https://www.internationalaffairs.org.au/publications/,home > menu > publications,외교,9,,,,,,X
296,Z00401,,Centre for Independent Studies,AT,호주,연구기관,,독립연구센터,,CIS,,https://www.cis.org.au/research/,home > research,"환경, 통상",9,,,,,17,X
297,Z00402,,Getulio Vargas Foundation,BR,브라질,연구기관,,제툴리우바르가스재단,,FGV,,https://portal.fgv.br/en/research-theses-publications,home > research > publications,일반공공행정,9,자료 다운로드 시 로그인 필요,,,,16,X
298,Z00403,,Armando Alvares Penteado Foundation,BR,브라질,연구기관,,아르만도 알바스 펜티아토재단,,FAAP,,https://www.faap.br/,,교육,9,,,,,,X
299,Z00404,,Centre for International Studies,IT,이탈리아,연구기관,,국제학센터,,CeSI,,"https://www.cesi.it/energy-journal/
https://www.cesi.it/publications/
https://www.cesi.it/technical-papers/
https://www.cesi.it/reports/",home > idea & publications,과학기술,9,,,,,,X
300,Z00405,,Pangoal Institution,CN,중국,연구기관,,판구 싱크탱크,,,,http://en.pangoal.cn/,접속X,접속 X,9,,,,,,X
301,Z00406,,Chongyang Institute for Financial Studies,CN,중국,연구기관,,충양 재정연구원,,RDCY,,"http://en.rdcy.org/indexen/index/more/cid/790.html

http://en.rdcy.org/indexen/index/more/cid/789.html",home > publications,"환경, 금융",9,,,,,,X
302,Z00407,,China Institute of International Studies,CN,중국,연구기관,,중국 국제문제연구소,,CIIS,,https://www.ciis.org.cn/gjwtyj/ywqk/,,교육,9,,,,,,X
303,Z00408,,Euro‑Mediterranean Center on Climate Change,IT,이탈리아,연구기관,,유럽지중해 기후변화센터,,CMCC,,https://www.cmcc.it/publications-type/technical-notes,home > menu > publications,환경,9,,,,,,X
304,Z00409,,Ravand Institute for Economic and International Studies,IR,이란,연구기관,,라반드 경제국제문제연구소,,,,https://onthinktanks.org/publications/,home > menu > resource > publications,일반공공행정,9,,,,,,X
305,Z00410,,Israel-Palestine: Creative Regional Initiatives,IL,이스라엘,연구기관,,이스라엘·팔레스타인 연구·정보센터,,IPCRI,,https://www.ipcri.org/publications,접속X,접속 X,9,,,,,,X
306,Z00411,,Centre for Liberal Strategies,BG,불가리아,연구기관,,자유주의전략연구소,,CLS,,링크를 찾을 수 없음 ,,링크를 찾을 수 없음 ,9,,,,,,X
307,Z00412,,Congressional Research Service,US,미국,정부기관,,미국 의회조사국,,CRS,,https://crsreports.congress.gov/search/#/?termsToSearch=&orderBy=Date,home > search,외교,35,,,,,138,
308,Z00447,,Kiel Institute for the World Economy,GE,독일,연구기관,,킬 세계경제연구소,,IfW Kiel,,https://www.ifw-kiel.de/publications/,,,,,,,,47,
309,Z00583,,Mercatus Center,US,미국,연구기관,,메르카투스 센터,,,,https://www.mercatus.org/research,home > research > research library,"과학기술, 통상, 금융",35,testimony,,,,37,
310,Z00703,,UK Intellectual Property Office,GB,영국,정부기관,,영국 지식재산청,,UKIPO,,https://www.gov.uk/government/organisations/intellectual-property-office,,,,,,,,49,
311,Z00704,,European Union Intellectual Property Office,SP,스페인,정부기관,,유럽연합 지적재산권 사무소,,EUIPO,,https://www.euipo.europa.eu/en,,,,,,,,3,
312,신규,,Centro Elettrotecnico Sperimentale Italiano,IT,이탈리아,연구기관,,이탈리아 전력연구소,,CESI,,https://www.cesi.it/publications/,,,,,,,,1,
313,신규,DEFENSE TECTICAL INFORMATION CENTER,Defense Technical Information Center,US,미국,정부기관,,미국 국방기술정보센터,,DTIC,,https://discover.dtic.mil/,홈 > Dimensions,,,,,,,31,
314,신규,,European Artificial Intelligence Office,EU,유럽연합,정부기관,,유럽 인공지능 사무소,,EU AI Office,,https://digital-strategy.ec.europa.eu/en/policies/ai-office,,,,,,,,37,
315,신규,,U.S. Copyright Office,US,미국,정부기관,,미국 저작권청,,USCO,,https://www.copyright.gov/,,,,,,,,,
316,,,Americans for the Arts,,미국,연구기관,,미국인을 위한 예술,,AFTA,,https://www.americansforthearts.org/research,home > research,문화체육관광,9,장기간 업로드 안됨,,,,,X
317,,,International Intellectual Property Institute,,미국,연구기관,,국제지적재산협회,,IIPI,,"https://iipi.org/category/resources/how-to-guides/

https://iipi.org/category/resources/enforcement-studies/",home > resources,일반공공행정,9,,,,,,X
