순번,언어,발행처,BRM,자료명
4065,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 국정운영,재정·세제·금융 / 세제",Tax Co-Operation for Development: Progress Report on 2024
4066,영어,Organization for Economic Cooperation and Development,"과학기술 / 과학기술연구,환경 / 환경일반",2D Titanium Carbide MXenes: Case Study Report on Advanced Materials
4067,영어,Organization for Economic Cooperation and Development,"교육 / 평생·직업교육,일반공공행정 / 일반행정",Advancing Adult Skills Through Individual Learning Accounts: A Step-by-Step Guide for Policymakers
4068,영어,Organization for Economic Cooperation and Development,"보건 / 보건의료,사회복지 / 고용노동",Birth Cohort Data and Life Course Social Risks: Insights and Examples from the Dunedin Multidisciplinary Health and Development Study in New Zealand
4069,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 금융",Increasing Development Finance Efforts to Scale Private Finance Mobilised and Its Impact
4070,영어,Organization for Economic Cooperation and Development,"재정·세제·금융 / 금융,환경 / 환경일반",Disaster Risk-Sharing Pools and Multi-Country Catastrophe Bonds in Southeast Asia
4071,영어,Organization for Economic Cooperation and Development,"과학기술 / 과학기술진흥,환경 / 환경일반",Using AI to Measure Disaster Damage Costs: Methodology and the Example of the 2018 Sulawesi Earthquake
4072,영어,Organization for Economic Cooperation and Development,"사회복지 / 기초생활보장,재정·세제·금융 / 세제",Comparative Assessment of Asset Requirements of Minimum Income Benefit Recipients
4073,영어,Organization for Economic Cooperation and Development,"지역개발 / 지역및도시,환경 / 자연",Integrating Nature-based Solutions in River Basin Management in the Eastern Partner Countries
4074,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 기획재정",Regulation and Growth: Lessons from Nearly 50 Years of Product Market Reforms
4075,영어,Organization for Economic Cooperation and Development,"사회복지 / 사회복지일반,일반공공행정 / 국가통계",Globally Inclusive Measures of Subjective Well-Being: Updated Evidence to Inform National Data Collections
4076,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 금융",The Market Implications of Industrial Subsidies
4077,영어,Organization for Economic Cooperation and Development,"과학기술 / 과학기술연구,산업·통상·중소기업 / 산업진흥·고도화",Acquisitions and Their Effect on Start-Up Innovation: Stifling or Scaling?
4078,영어,Organization for Economic Cooperation and Development,"보건 / 보건의료,사회복지 / 고용노동",What Worked Well in Social Protection During the COVID-19 Pandemic?
4079,영어,Organization for Economic Cooperation and Development,"사회복지 / 주택,재정·세제·금융 / 기획재정",Mapping Trends and Gaps in Household Wealth Across OECD Countries
4080,영어,Organization for Economic Cooperation and Development,"과학기술 / 과학기술진흥,산업·통상·중소기업 / 산업진흥·고도화","The Effects of Generative AI on Productivity, Innovation and Entrepreneurship"
4081,영어,Organization for Economic Cooperation and Development,"사회복지 / 기초생활보장,일반공공행정 / 일반행정",Weathering the Storms? Minimum-Income Benefits as a Crisis Response
4082,영어,World Bank Group,"농림 / 농업·농촌,사회복지 / 취약계층지원",Market Structure and Efficiency in Agricultural Value Chains: Deep Dives in El Salvador and the Dominican Republic
4083,영어,World Bank Group,"보건 / 보건의료,사회복지 / 취약계층지원",Innovations in Mental Health Services Delivery: International Experiences and Trends
4084,영어,World Bank Group,"보건 / 보건의료,사회복지 / 취약계층지원",Mental Health among Adolescents and Young Adults in Latin America and the Caribbean: Indirect Costs of Mental Health Illness and the Economic Impact of Mitigation Policies
4085,영어,World Bank Group,"사회복지 / 고용노동,재정·세제·금융 / 세제",Intergenerational Income Mobility around the World: A New Database
4086,영어,World Bank Group,"지역개발 / 수자원,사회복지 / 취약계층지원",Unpacking the Disaster-FCV Nexus: Household Economic Impacts of Conflict and Floods in Nigeria
4087,영어,World Bank Group,"사회복지 / 보육·가족및여성,산업·통상·중소기업 / 산업·중소기업일반","Digital Transformation and its Role in Expanding Women's Economic Opportunities in Iraq, Jordan, and Lebanon"
4088,영어,World Bank Group,"사회복지 / 보건의료,재정·세제·금융 / 기획재정","China Economic Update, June 2025: Unlocking Consumption"
4089,영어,World Bank Group,"교육 / 유아및초·중등교육,사회복지 / 취약계층지원",A “Big Push” Through the Finish Line: Evidence from a Composite Scholarship for Ugandan Students
4090,영어,World Bank Group,"산업·통상·중소기업 / 통상,환경 / 대기","Trade's Emissions Paradox: Cutting Greenhouse Gases, Raising Air Pollution"
4091,영어,World Bank Group,"농림 / 농업·농촌,환경 / 자연",Integrated Markets for Resilient Food Systems: Trade Policy and Food and Nutrition Security in an Era of Climate Change
4092,영어,World Bank Group,"사회복지 / 기초생활보장,일반공공행정 / 재정·금융",COVID-19 G2P Cash-Transfer Payments Country Brief: South Africa
4093,영어,World Bank Group,"일반공공행정 / 재정·금융,통일·외교 / 외교",Syria Macro-Fiscal Assessment
4094,영어,World Bank Group,"교육 / 평생·직업교육,사회복지 / 고용노동","Inequality, Education, and Occupational Change in the Philippines"
4095,영어,World Bank Group,"교통및물류 / 해운·항만,환경 / 해양환경",Nature-Based Solutions for Ports: An Overview of NBS Implementation in Practice - Opportunities and Challenges
4096,영어,World Bank Group,"농림 / 농업·농촌,사회복지 / 취약계층지원",Pathways to Scale: Expanding Economic Inclusion for Jobs and Resilience in the Sahel
4097,영어,World Bank Group,"보건 / 보건의료,사회복지 / 취약계층지원",Determinants of Child Malnutrition in the Lao PDR
4098,영어,World Bank Group,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",Cache: A Generalized Mechanism for Storing and Replaying any Stata Command
4099,영어,World Bank Group,"사회복지 / 기초생활보장,재정·세제·금융 / 기획재정","Kenya Economic Update, May 2025"
4100,영어,World Bank Group,"보건 / 보건의료,사회복지 / 고용노동",The Impact of Credential Recognition: Evidence from Venezuelan Health Professionals in Peru
4101,영어,World Bank Group,"산업·통상·중소기업 / 무역및투자유치,환경 / 환경일반",Environmental Stringency and Firms’ Participation in Global Value Chains: Evidence for MENA Countries
4102,영어,Asian Development Bank,"사회복지 / 보육·가족및여성,산업·통상·중소기업 / 산업·중소기업일반",Addressing Insurance Gaps for Women in the Pacific
4103,영어,Asian Development Bank,"사회복지 / 보육·가족및여성,환경 / 자연",How Laws and Policies Support Gender-Responsive Disaster Risk Management in Bangladesh
4104,영어,Asian Development Bank,"과학기술 / 과학기술진흥,환경 / 대기",Digital Monitoring Technology and Air Quality: Evidence from the People’s Republic of China
4105,영어,Asian Development Bank,"보건 / 보건의료,환경 / 대기",Sustainable and Low-Carbon Health Systems: Health Care Climate Action High-Level Principle #2
4106,영어,Asian Development Bank,"교통및물류 / 도로,환경 / 대기",Interactions Between Climate and Road Safety Measures in the CAREC Region
4107,영어,Asian Development Bank,"보건 / 보건의료,환경 / 대기",Climate-Resilient Health Development: High-Level Health Care Climate Action Principle 1
4108,영어,Asian Development Bank,"산업·통상·중소기업 / 에너지및자원개발,환경 / 대기",Heat Adaptation in Central Asia: Household Cooling Choices
4109,영어,Bank for International Settlements,"과학기술 / 과학기술진흥,재정·세제·금융 / 금융",Quantum-Readiness for the Financial System: A Roadmap
4110,영어,Bank for International Settlements,"재정·세제·금융 / 기획재정,환경 / 자연","Economic Activity, Inflation, and Monetary Policy After Extreme Weather Events: ENSO and Its Economic Impact on the Peruvian Economy"
4111,영어,Bank for International Settlements,"재정·세제·금융 / 금융,환경 / 자연",Decoding Climate-Related Risks in Sovereign Bond Pricing: A Global Perspective
4112,영어,Bank for International Settlements,"과학기술 / 과학기술진흥,재정·세제·금융 / 금융",Incorporating Physical Climate Risks into Banks' Credit Risk Models
4113,영어,Bank for International Settlements,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Tokenisation of Government Bonds: Assessment and Roadmap
4114,영어,Bank for International Settlements,"산업·통상·중소기업 / 산업금융,재정·세제·금융 / 금융",Retail Investors in Private Credit
4115,영어,European Central Bank,"국방 / 병무행정,재정·세제·금융 / 금융",Violent Conflict and Cross-Border Lending
4116,영어,European Central Bank,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Monetary Policy Transmission through Cross-Selling Banks
4117,영어,European Central Bank,"산업·통상·중소기업 / 공정거래,재정·세제·금융 / 세제",Global Evidence on Profit Shifting within Firms and across Time
4118,영어,European Central Bank,"산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 금융",Falling Interest Rates and Credit Reallocation: Lessons from General Equilibrium
4119,영어,European Central Bank,"재정·세제·금융 / 금융,환경 / 대기",Local Institutional Ownership and Price Discovery around Extreme Weather Events
4120,영어,European Central Bank,"일반공공행정 / 국정운영,재정·세제·금융 / 기획재정",Strike While the Iron Is Hot – Optimal Monetary Policy under State-Dependent Pricing
4121,영어,European Central Bank,"사회복지 / 고용노동,재정·세제·금융 / 금융",The Unexpected Upside of Depreciation: Bridging Europe’s Income Divide
4122,영어,European Central Bank,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",The Central Bank’s Balance Sheet and Treasury Market Disruptions
4123,영어,European Central Bank,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",The International Dimension of Repo: Five New Facts
4124,영어,European Central Bank,"산업·통상·중소기업 / 산업금융,재정·세제·금융 / 금융",Inflation and Floating-Rate Loans: Evidence from the Euro-Area
4125,영어,European Central Bank,"일반공공행정 / 국가통계,재정·세제·금융 / 금융",Enhancing GDP Nowcasts with ChatGPT: A Novel Application of PMI News Releases
4126,영어,Inter-American Development Bank,"보건 / 보건의료,사회복지 / 보육·가족및여성",More Than a Meal: How School Meals Can Drive Improved Nutrition and Sustainable Food Systems: Findings from Fill the Nutrient Gap Analysis in Guatemala and Peru
4127,영어,Inter-American Development Bank,"지역개발 / 지역및도시,환경 / 환경일반","A Global Assessment of Building Codes: Current Status and Evolving Needs to Promote Resilient, Green and Inclusive Buildings"
4128,영어,Inter-American Development Bank,"일반공공행정 / 지방행정·재정지원,재정·세제·금융 / 기획재정",Stimulating Local Economies through Central Transfers: A Natural Experiment from Ecuador
4129,영어,Inter-American Development Bank,"산업·통상·중소기업 / 통상,일반공공행정 / 일반행정",Spain's Reallocation of Global Supply Chains: Preliminary Findings
4130,영어,Inter-American Development Bank,"사회복지 / 보육·가족및여성,일반공공행정 / 국민권익·인권",Socioeconomic Disparities in Latin America among Same-Sex and Different-Sex Couples
4131,영어,Inter-American Development Bank,"사회복지 / 공적연금,일반공공행정 / 국민권익·인권",Public Pensions and the Strategic Timing of Formal Employment
4132,영어,International Labour Organization,"사회복지 / 고용노동,산업·통상·중소기업 / 산업진흥·고도화",Global Case Studies of Social Dialogue on AI and Algorithmic Management
4133,영어,International Labour Organization,"사회복지 / 고용노동,산업·통상·중소기업 / 공정거래","Collective Bargaining and Collective Action in the Platform Economy:A 2024 Update of Developments in Legislation, Case Law and Collective Agreements"
4134,영어,International Labour Organization,"사회복지 / 고용노동,산업·통상·중소기업 / 산업진흥·고도화",Promising Practices for Fair Recruitment in Côte d'Ivoire: Development of an International Placement Service by the Youth Employment Agency
4135,영어,International Labour Organization,"사회복지 / 고용노동,일반공공행정 / 국민권익·인권",Key Findings from an Assessment of the Ugandan Legal Framework for Access to Complaints and Remedy Procedures by Migrant Workers 
4136,영어,International Labour Organization,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Key Findings from an Assessment of the Kenyan Legal Framework for Access to Complaints and Remedy Procedures by Migrant Workers
4137,영어,International Labour Organization,"산업·통상·중소기업 / 산업·중소기업일반,일반공공행정 / 국가통계",Measuring Digital Platform Employment in Viet Nam: Lessons Learned from the Pilot Survey
4138,영어,International Labour Organization,"지역개발 / 지역및도시,사회복지 / 고용노동",The Impact of Trade and Investment Policies on Productive and Decent Employment in Tunisia
4139,영어,International Labour Organization,"사회복지 / 고용노동,산업·통상·중소기업 / 산업금융",Identifying Skills Needs in Qatar’s Financial Sector: a QFC Perspective for Policymakers
4140,영어,International Labour Organization,"산업·통상·중소기업 / 산업진흥·고도화,일반공공행정 / 국정운영","Traction through Action: an Antidote to Paralysis by Analysis?: The What, Why and How of Action Research"
4141,영어,International Labour Organization,"사회복지 / 고용노동,산업·통상·중소기업 / 무역및투자유치",The Impact of Trade and Investment Policies on Productive and Decent Employment in Morocco
4142,영어,International Monetary Fund,"일반공공행정 / 국가통계,재정·세제·금융 / 금융","The Bahamas: Technical Assistance Report-Report on External Sector Statistics Virtual Mission (March 10–14, 2025)"
4143,영어,International Monetary Fund,"산업·통상·중소기업 / 무역및투자유치,통일·외교 / 외교",Africa-China Linkages: Building Deeper and Broader Connections
4144,영어,International Monetary Fund,"산업·통상·중소기업 / 무역및투자유치,재정·세제·금융 / 금융",Geoeconomic Fragmentation: Implications for Ireland
4145,영어,International Monetary Fund,"보건 / 보건의료,일반공공행정 / 국정운영","Benchmarking Public Spending Efficiency in Education, Health, and Infrastructure in Ireland"
4146,영어,International Monetary Fund,"일반공공행정 / 재정·금융,재정·세제·금융 / 기획재정",Considerations for a Stronger Fiscal Framework in Ireland
4147,영어,International Monetary Fund,"산업·통상·중소기업 / 통상,재정·세제·금융 / 세제",Global Financial Spillovers of Chinese Macroeconomic Surprises
4148,영어,International Monetary Fund,"일반공공행정 / 국가통계,재정·세제·금융 / 기획재정",Estimated Monthly National Accounts for the United States
4149,영어,International Monetary Fund,"재정·세제·금융 / 기획재정,환경 / 환경일반",Time-Varying Impacts of Government Spending on CO2 Emissions
4150,영어,International Monetary Fund,"산업·통상·중소기업 / 무역및투자유치,재정·세제·금융 / 금융","Missing Imports in the Euro Area: Domestic Monetary Policy, Cross-Border Synchronization, and Demand Composition"
4151,영어,International Monetary Fund,"산업·통상·중소기업 / 무역및투자유치,환경 / 대기",Strategies for Africa's Climate Resilience: Trade and Practices
4152,영어,International Monetary Fund,"일반공공행정 / 국정운영,재정·세제·금융 / 금융",Financial Boom and Bust in the 19th Century: How Bad Was Germany’s Gründerkrise?
4153,영어,International Monetary Fund,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Understanding Inflation Dynamics in Afghanistan
4154,영어,International Monetary Fund,"산업·통상·중소기업 / 무역및투자유치,재정·세제·금융 / 금융",Navigating the Evolving Landscape of External Financing in Sub-Saharan Africa
4155,영어,International Monetary Fund,"지역개발 / 수자원,재정·세제·금융 / 기획재정",A Macroeconomic Framework for Long-Term Resilience and Growth
4156,영어,World Food Programme,"보건 / 보건의료,사회복지 / 보육·가족및여성",Lessons from Peru: Strengthening Linkages between Social Protection and Food Systems to Enhance Nutrition
4157,영어,World Food Programme,"농림 / 농업·농촌,사회복지 / 취약계층지원",Food Systems Assessment: Timor-Leste
4158,영어,World Food Programme,"사회복지 / 취약계층지원,환경 / 환경일반",Payouts from WFP-supported Disaster Risk Financing Programmes: Safeguarding Food Security through Financial Protection for the Most Vulnerable
4159,영어,World Food Programme,"일반공공행정 / 국정운영,환경 / 환경일반",WFP’s Role in Strengthening Forecasting Capabilities in Eastern Africa: South to South Peer Support between Djibouti and Ethiopia National Meteorological and Hydrological Services
4160,영어,World Food Programme,"교육 / 평생·직업교육,사회복지 / 보육·가족및여성",The Journey of Armenia’s National School Meals Programme – a Case Study
4161,영어,World Food Programme,"사회복지 / 취약계층지원,일반공공행정 / 국정운영",Integrating Anticipatory Action in Indonesia: A Key Pillar of Indonesia’s Disaster Management Priorities
4162,영어,World Food Programme,"보건 / 보건의료,사회복지 / 사회복지일반",Fill the Nutrient Gap Colombia
4163,영어,Asia-Pacific Economic Cooperation,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Technology Foresight Scenarios and Policy Impact Assessment: Green Hydrogen
4164,영어,Asia-Pacific Economic Cooperation,"산업·통상·중소기업 / 공정거래,일반공공행정 / 법제",Misleading Pricing and Discounts: Best Practices and Policy Recommendations
4165,영어,Asia-Pacific Economic Cooperation,"산업·통상·중소기업 / 공정거래,일반공공행정 / 법제",Influencer Advertising Standards: Best Practices and Policy Recommendations to Enhance Transparency
4166,영어,Asia-Pacific Economic Cooperation,"지역개발 / 지역및도시,산업·통상·중소기업 / 무역및투자유치",Research Outcomes: Summary of Research Projects 2024
4167,영어,Asia-Pacific Economic Cooperation,"지역개발 / 수자원,환경 / 상하수도·수질",APEC Workshop on Achieving Sustainability and Resilience in Water Management of APEC Developing Economies Using Open Environmental Data
4168,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",In This Issue: A Celebration of the 50th Anniversary of Survey Methodology
4169,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",Comments on “Trends and Directions in Sample Survey Theory and Methods”
4170,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",Comments by M. Giovanna RanalliNote1 on “Trends and Directions in Sample Survey Theory and Methods”
4171,영어,Statistics Canada,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",Authors’ Response to Comments on “Trends and Directions in Sample Survey Theory and Methods”
4172,영어,Federal Reserve Board of Governors,"과학기술 / 과학기술연구,과학기술 / 과학기술진흥",Total Recall? Evaluating the Macroeconomic Knowledge of Large Language Models
4173,영어,Federal Reserve Board of Governors,"사회복지 / 주택,일반공공행정 / 재정·금융",Of House and Home-Related Goods: The Home Purchase Channel of Expenditure
4174,영어,Federal Reserve Board of Governors,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",The Dollar Channel of Monetary Policy Transmission
4175,영어,Federal Reserve Board of Governors,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Soft Landing or Stagnation? A Framework for Estimating the Probabilities of Macro Scenarios
4176,영어,Federal Reserve Board of Governors,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Gauging the Sentiment of Federal Open Market Committee Communications through the Eyes of the Financial Press
4177,영어,Federal Reserve Board of Governors,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Trading Costs v. Indicative Liquidity in the Off-the-Run Treasury Market
4178,영어,Federal Reserve Board of Governors,"일반공공행정 / 일반행정,일반공공행정 / 재정·금융",Lost in Aggregation: Geographic Mismeasurement of Income and Spending
4179,영어,Federal Reserve Board of Governors,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",A Distance-based Algorithm for Defining Antitrust Markets
4180,영어,U.S. Census Bureau,"지역개발 / 지역및도시,일반공공행정 / 재정·금융",The Decline of Volunteering in the United States: Is it the Economy?
4181,영어,U.S. Census Bureau,"지역개발 / 지역및도시,농림 / 농업·농촌",The Rural/Urban Volunteering Divide
4182,영어,U.S. Census Bureau,"산업·통상·중소기업 / 산업·중소기업일반,환경 / 환경일반",Investments under Risk: Evidence from Hurricane Strikes
4183,영어,U.S. Census Bureau,"산업·통상·중소기업 / 무역및투자유치,통일·외교 / 외교",An Anatomy of U.S. Establishments’ Trade Linkages in Global Value Chains
4184,영어,U.S. Census Bureau,"일반공공행정 / 국가통계,일반공공행정 / 일반행정",Cognitive and Usability Testing Results of the 2023 Census Test Instrument in English and Spanish
4185,영어,U.S. Census Bureau,"사회복지 / 고용노동,사회복지 / 취약계층지원",The Relationship Between the Population Experiencing Homelessness and Living in Shelters and Poverty
4186,영어,European Council on Foreign Relations,"국방 / 병무행정,일반공공행정 / 국정운영",The bear behind the ballot: Moldova’s election in the shadow of war
4187,영어,European Council on Foreign Relations,"산업·통상·중소기업 / 에너지및자원개발,통일·외교 / 외교",Last gasp: Securing Europe’s wind industry from dependence on China
4188,영어,European Council on Foreign Relations,"국방 / 병무행정,통일·외교 / 외교",Harmattan hazards: How coastal west Africa can escape the Sahel’s fate
4189,영어,Urban Institute,"교육 / 고등교육,재정·세제·금융 / 금융",Higher Education Accountability in the Budget Reconciliation Bill: How Senate Republicans’ Proposal Would Affect Institutions and Students
4190,영어,Urban Institute,"사회복지 / 주택,재정·세제·금융 / 금융",How a National Housing Strategy Could Help Make Homeownership Possible
4191,영어,Urban Institute,"사회복지 / 주택,재정·세제·금융 / 금융","Housing Finance At A Glance: A Monthly Chartbook, June 2025"
4192,영어,Urban Institute,"사회복지 / 주택,재정·세제·금융 / 금융",The Future of Homeownership and Housing Finance: How Data and Evidence Can Help Tackle the System’s Greatest Challenges
4193,영어,Urban Institute,"지역개발 / 지역및도시,재정·세제·금융 / 금융",Generating Affordable and Abundant Transit-Oriented Development in Washington State: A Review of Current Practice and Recommendations for the Future
4194,영어,Urban Institute,"교육 / 고등교육,지역개발 / 지역및도시",Colleges Contributing Value to Communities: Piloting a Framework for Action
4195,영어,Urban Institute,"공공질서및안전 / 안전관리,사회복지 / 보육·가족및여성",Evaluation of Project Connect: A Program for Families Involved in the Child Welfare System Affected by Substance Use
4196,영어,Urban Institute,"사회복지 / 주택,재정·세제·금융 / 금융",Why Has the Number of FHA Mortgage Delinquencies Increased?
4197,영어,Centre for European Policy Studies,"국방 / 병무행정,통일·외교 / 외교","Turkey, Europe, and the quest for security: How Turkey could contribute to Europe's ever-evolving security architecture"
4198,영어,Centre for European Policy Studies,"공공질서및안전 / 경찰,공공질서및안전 / 안전관리",How to ensure a safer future for retail payments: aligning fraud prevention and accountability in the EU
4199,영어,Centre for European Policy Studies,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",Learning from Sweden: a blueprint for building resilient European capital markets
4200,영어,Centre for European Policy Studies,"국방 / 병무행정,통일·외교 / 외교",Roadmap towards a common defence for Europe: Analysing eight governance models
4201,영어,Centre for European Policy Studies,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",It’s the last chance for an EU finance union
4202,영어,Centre for European Policy Studies,"일반공공행정 / 국정운영,통일·외교 / 외교",Disentangling Global Gateway: from Team Europe to the world
4203,영어,Organization for Economic Cooperation and Development,"교육 / 유아및초·중등교육,사회복지 / 보육·가족및여성",Accommodating Students with Special Education Needs in PISA: Results from an Observational Pilot Study
4204,영어,Organization for Economic Cooperation and Development,"교육 / 유아및초·중등교육,사회복지 / 보육·가족및여성",Improving Accessibility in PISA: Guidelines for Revising and Designing PISA Items
4205,영어,Organization for Economic Cooperation and Development,"문화체육관광 / 관광,일반공공행정 / 국가통계",Strengthening the Tourism Statistics and Data System in Italy
4206,영어,Organization for Economic Cooperation and Development,"문화체육관광 / 관광,일반공공행정 / 국가통계",Measuring the Economic Impact of Tourism in Greece: Guidance and Action Plan
4207,영어,Organization for Economic Cooperation and Development,"문화체육관광 / 관광,산업·통상·중소기업 / 산업·중소기업일반",Promoting the Digitalisation of the Tourism Ecosystem in Italy: A Focus on SMEs
4208,영어,Organization for Economic Cooperation and Development,"농림 / 농업·농촌,재정·세제·금융 / 기획재정",OECD‑FAO Agricultural Outlook 2025‑2034
4209,영어,Organization for Economic Cooperation and Development,"교육 / 평생·직업교육,일반공공행정 / 국정운영",OECD Skills Strategy Thailand: Assessment and Recommendations
4210,영어,Organization for Economic Cooperation and Development,"공공질서및안전 / 법무및검찰,일반공공행정 / 국정운영",OECD Anti-Bribery Convention Phase 4 Report on South Africa: Implementing the Convention and Related Legal Instruments
4211,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 산업진흥·고도화,일반공공행정 / 국가통계",OECD Compendium of Productivity Indicators 2025
4212,영어,Organization for Economic Cooperation and Development,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Combatting Discrimination in the European Union
4213,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 국정운영,통신 / 방송통신",Closing Broadband Connectivity Divides for All: From Evidence to Practice
4214,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 기획재정",OECD Economic Surveys: Netherlands 2025
4215,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 일반행정,통신 / 방송통신",Digital Transformation of Public Procurement: Good Practice Report
4216,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융","Mobilising Private Finance for Development, Climate and Biodiversity in Emerging Markets and Developing Economies: Financing Our Futures"
4217,영어,Organization for Economic Cooperation and Development,"사회복지 / 고용노동,일반공공행정 / 국정운영",Place-Based Policies for Displaced Workers: Lessons from Past Economic Disruptions
4218,영어,Organization for Economic Cooperation and Development,"사회복지 / 고용노동,일반공공행정 / 국정운영",Managing an Ageing Public Service through Tailored Policies for Older Workers
4219,영어,Organization for Economic Cooperation and Development,"보건 / 보건의료,사회복지 / 고용노동",Supports (th)at Work: Policy Tools to Support Workplace Action on Intimate Partner Violence
4220,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 에너지및자원개발,환경 / 대기",Towards Interoperable Carbon Intensity Metrics: Assessing and Comparing Selected Data Sources
4221,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 국민권익·인권,통신 / 방송통신",The Legal and Policy Landscape of Age Assurance Online for Child Safety and Well-Being
4222,영어,Organization for Economic Cooperation and Development,"과학기술 / 과학기술진흥,산업·통상·중소기업 / 산업·중소기업일반",SME and Entrepreneurship Policy in Egypt
4223,영어,Organization for Economic Cooperation and Development,"지역개발 / 지역및도시,사회복지 / 사회복지일반",Rethinking Regional Attractiveness in the Portuguese region of Alentejo
4224,영어,Organization for Economic Cooperation and Development,"지역개발 / 지역및도시,일반공공행정 / 일반행정",Strengthening Regional Policy for Resilient Places: Key Issues and Policy Considerations
4225,영어,Organization for Economic Cooperation and Development,"지역개발 / 지역및도시,재정·세제·금융 / 세제",Rethinking Regional Attractiveness in the Polish region of Lubelskie
4226,영어,Organization for Economic Cooperation and Development,"지역개발 / 지역및도시,산업·통상·중소기업 / 산업진흥·고도화",Place-Based Industrial Policy: Lessons for Place Transformation
4227,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 국정운영,재정·세제·금융 / 세제","Making Dispute Resolution More Effective – Full Peer Review, Canada (Cycle 1): Inclusive Framework on BEPS: Action 14"
4228,영어,Organization for Economic Cooperation and Development,"과학기술 / 과학기술진흥,일반공공행정 / 국정운영",Responsible Business Conduct and Anticipatory Governance of Emerging Technology
4229,영어,Organization for Economic Cooperation and Development,"과학기술 / 과학기술연구,환경 / 환경일반","Test No. 254: Mason Bees (Osmia sp.), Acute Contact Toxicity Test"
4230,영어,Organization for Economic Cooperation and Development,"과학기술 / 과학기술연구,환경 / 환경일반",Test No. 488: Transgenic Rodent Somatic and Germ Cell Gene Mutation Assays
4231,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 산업진흥·고도화,통신 / 방송통신","Developments in Artificial Intelligence Markets: New Indicators Based on Model Characteristics, Prices and Providers: New Indicators Based on Model Characteristics, Prices and Providers"
4232,영어,Organization for Economic Cooperation and Development,"보건 / 보건의료,사회복지 / 사회복지일반",Needs Assessment and Eligibility Criteria in Long-Term Care: How Access Is Managed Across OECD Countries
4233,영어,World Bank Group,"재정·세제·금융 / 금융,통신 / 방송통신",The Global Findex Database 2025: Connectivity and Financial Inclusion in the Digital Economy
4234,영어,World Bank Group,"보건 / 보건의료,일반공공행정 / 일반행정",Democratic Republic of the Congo Budget Execution in Health: From Bottlenecks to Solutions
4235,영어,World Bank Group,"사회복지 / 기초생활보장,환경 / 환경일반",The Future of Poverty: Projecting the Impact of Climate Change on Global Poverty through 2050
4236,영어,World Bank Group,"지역개발 / 지역및도시,산업·통상·중소기업 / 산업진흥·고도화","Running Uphill: Growth, Jobs, and the Quest for Productivity. Philippines Growth and Jobs Report"
4237,영어,World Bank Group,"보건 / 보건의료,일반공공행정 / 재정·금융",Pakistan Budget Execution in Health: From Bottlenecks to Solutions
4238,영어,World Bank Group,"일반공공행정 / 일반행정,재정·세제·금융 / 금융",Ethiopia Budget Execution in Health: From Bottlenecks to Solutions
4239,영어,World Bank Group,"산업·통상·중소기업 / 에너지및자원개발,환경 / 해양환경",Low-Carbon and Climate-Resilient Rural Logistics in the Sahel: Strategic Framework for Investment Planning
4240,영어,World Bank Group,"산업·통상·중소기업 / 무역및투자유치,환경 / 대기","Exports, Labor Markets, and the Environment: Evidence from Brazil"
